id,event_type,event_cause,latitude,longitude,address,zone,junction,corridor,priority,start_datetime,status,impact_score,closure_prob,predicted_duration_hrs,alert_level,manpower,barricades,diversion_routes,patrol_freq_min,action_notes
FKID003639,unplanned,water_logging,12.97321487,77.56752566,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",,,Non-corridor,Low,2024-04-03 07:41:07.365+00,active,0.9950456697950527,0.24471594,7.916563347463183,LOW,5,0,0,60,🕐 Plan for sustained deployment (~7.9 hrs). Schedule shift rotation.
FKID003640,unplanned,water_logging,12.97135887,77.56655109,"Binny Mill Main Road, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",,,Non-corridor,Low,2024-04-03 07:43:26.029+00,closed,1.4323918302068874,0.369672,7.916563347463183,LOW,5,0,0,60,🕐 Plan for sustained deployment (~7.9 hrs). Schedule shift rotation.
FKID003641,unplanned,tree_fall,13.0287539,77.5789947,"Dr Rajgopal Road, Ganga Nagar, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,,Non-corridor,Low,2024-04-03 07:43:56.285+00,active,3.2580448206538133,0.88857347,8.459301314320859,MEDIUM,10,22,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~8.5 hrs). Schedule shift rotation.
FKID003642,unplanned,water_logging,12.9875054,77.7408653,"Whitefield Road, Brigade Tech Park, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",,,Non-corridor,Low,2024-04-03 07:51:47.304+00,active,0.32191585360831665,0.0009671076,18.20177011872567,LOW,5,0,0,60,🕐 Plan for sustained deployment (~18.2 hrs). Schedule shift rotation.
FKID003643,unplanned,tree_fall,12.9902133,77.766255,"FCI Main Road, Muneshwara Layout, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",,,Non-corridor,Low,2024-04-03 07:55:49.96+00,closed,0.06828138370532255,0.0020473094,3.4923314774141208,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003644,unplanned,water_logging,13.0423168,77.5143636,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,,Tumkur Road,High,2024-04-03 08:00:10.675+00,closed,0.5229135133412158,0.004451538,16.133321779606888,LOW,5,0,0,60,🕐 Plan for sustained deployment (~16.1 hrs). Schedule shift rotation.
FKID003645,unplanned,tree_fall,13.0588906,77.5590847,"Doddabommasandra Ramachandrapura Road, Jayalakshmamma Layout, Dodda Bommasandra, Bengaluru, Karnataka. Pin-560097 (India)",,,Non-corridor,Low,2024-04-03 08:05:41.472+00,active,3.1152896859482824,0.87431586,3.153392123244487,MEDIUM,7,21,1,30,🚧 Pre-position barricades at both ends of affected corridor.
FKID003646,unplanned,tree_fall,13.0663967,77.5703,"Kodigehalli Road, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",,,Non-corridor,Low,2024-04-03 08:11:10.199+00,active,1.5362624826377367,0.41660425,4.465585108857694,LOW,2,0,0,60,🕐 Plan for sustained deployment (~4.5 hrs). Schedule shift rotation.
FKID003647,unplanned,tree_fall,13.0352824,77.5370657,"Unnamed Road, CMTI Quarters, Peenya, Bengaluru, Karnataka. Pin-560022 (India)",,,Non-corridor,Low,2024-04-03 08:34:39.394+00,active,2.0578350349302594,0.5735413,2.8823269210287843,LOW,2,14,0,60,🚧 Pre-position barricades at both ends of affected corridor.
FKID003648,unplanned,vehicle_breakdown,13.0423867,77.5143903,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,,Tumkur Road,High,2024-04-03 08:31:52.609+00,closed,0.24716408170877474,0.0031140654,0.6437058704913121,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003649,unplanned,vehicle_breakdown,13.0938474,77.5970214,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,,Bellary Road 2,High,2024-04-03 08:14:25.04+00,closed,0.2891434138769226,0.012842645,1.09680902818451,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003650,unplanned,tree_fall,13.0117307,77.5519405,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,,West of Chord Road,High,2024-04-03 08:35:45.197+00,closed,0.47081763714554625,0.046419494,4.762823564667204,LOW,2,0,0,60,🕐 Plan for sustained deployment (~4.8 hrs). Schedule shift rotation.
FKID003651,unplanned,vehicle_breakdown,13.0389135,77.5201138,"Mumbai Bengaluru Highway, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,,Tumkur Road,High,2024-04-03 08:44:43.84+00,closed,0.2820329099067827,0.013940908,0.4708418202898637,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003652,unplanned,tree_fall,13.0412729,77.5288551,"Pipeline Road, Industrial Area Phase 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,,Non-corridor,Low,2024-04-03 08:45:24.544+00,active,0.9388650528983378,0.2543385,2.781731017408504,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003653,unplanned,tree_fall,13.0412713,77.5294692,"Pipeline Road, Industrial Area Phase 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,,Non-corridor,Low,2024-04-03 08:46:55.832+00,active,0.9388650528983378,0.2543385,2.781731017408504,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003654,unplanned,congestion,13.0020662,77.6630465,"MBT Road, Gopalan Aristocrat, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",,,ORR North 1,High,2024-04-03 06:41:19.629+00,closed,0.2594460458607728,0.004570101,1.0543252800263385,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003655,unplanned,vehicle_breakdown,12.9507593,77.5373271,"Mysore Road, Bhel Circle, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",,,West of Chord Road,High,2024-04-03 09:49:00.728+00,closed,0.271682332021382,0.010138898,0.639782225085812,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003656,unplanned,vehicle_breakdown,12.929437,77.6833151,"Outer Ring Road, Novotel Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",,,ORR East 1,High,2024-04-03 09:47:32.15+00,closed,0.4119383226835679,0.050166443,0.6489016953193086,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003657,unplanned,tree_fall,13.0231428,77.5221329,"9th Main Road, Duggalamma Badavane, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,,Non-corridor,Low,2024-04-03 10:16:05.969+00,closed,3.3062256014301186,0.9350999,1.907202379781874,MEDIUM,7,23,1,30,🚧 Pre-position barricades at both ends of affected corridor.
FKID003658,unplanned,water_logging,12.9615128,77.631036,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",,,Non-corridor,Low,2024-04-03 11:10:16.787+00,active,0.5969943676738869,0.050279856,24.05799272144937,LOW,5,0,0,60,🕐 Plan for sustained deployment (~24.1 hrs). Schedule shift rotation.
FKID003659,unplanned,vehicle_breakdown,13.1164051,77.577981,"1st Main Road, Isak Layout, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",,,Non-corridor,Low,2024-04-03 08:59:23.794+00,closed,0.024131089207264613,0.0028087304,0.8171733330677141,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003660,unplanned,vehicle_breakdown,12.9979397,77.5839711,"Venkataswamy Raju Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",,,Bellary Road 1,High,2024-04-03 10:52:25.948+00,closed,0.2753346734345023,0.010138151,0.8486368860520893,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003661,unplanned,vehicle_breakdown,12.9666051,77.5872379,"NH 275, Halsuru Gate Police Station Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,,Mysore Road,High,2024-04-03 09:34:48.254+00,closed,0.4432638561110944,0.05866936,0.7383486508258814,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003662,unplanned,vehicle_breakdown,12.9677329,77.7016837,"Outer Ring Road, Dr APJ Abdul Kalam Enclave, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,,ORR East 2,High,2024-04-03 18:11:29.109+00,closed,2.9181859082455475,0.76562315,0.7717054598390342,MEDIUM,7,19,1,30,🚧 Pre-position barricades at both ends of affected corridor.
FKID003663,unplanned,vehicle_breakdown,13.0195457,77.7086725,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",,,Non-corridor,Low,2024-04-03 19:01:08.053+00,closed,0.7586109644061445,0.2122954,0.890122174570214,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003664,unplanned,vehicle_breakdown,13.1352303,77.6170911,"Bengaluru Bellary Road, Bharthi Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",,,Bellary Road 2,High,2024-04-03 19:23:14.276+00,closed,0.252046259872087,0.0028544918,0.9746022207094475,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003665,unplanned,others,12.9530439,77.5401102,"KR Market Road, Dr Rajkumar Circle, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",,,West of Chord Road,High,2024-04-03 19:08:57.863+00,closed,0.3685244675074295,0.022394123,3.7225735788928684,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003666,unplanned,pot_holes,12.9607396,77.5126051,"Mallathahalli Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,,Non-corridor,Low,2024-04-03 19:34:10.684+00,active,0.8461028244385275,0.042020217,39.94468993396505,LOW,5,0,0,60,🕐 Plan for sustained deployment (~39.9 hrs). Schedule shift rotation.
FKID003667,unplanned,vehicle_breakdown,13.05033,77.4913333,"Mumbai Bengaluru Highway, Nanjundeshwara Layout, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",,,Non-corridor,Low,2024-04-03 19:40:08.934+00,closed,0.1544238488031599,0.04023859,0.7765021219320127,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003668,unplanned,pot_holes,12.8209099,77.6867811,"Bommasandra Jigani Link Road, Sattva Texonic, Bommasandra Industrial Area, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",,,Non-corridor,Low,2023-12-23 21:16:11.251+00,active,0.32916396571103385,0.00095034286,18.61930090069978,LOW,5,0,0,60,🕐 Plan for sustained deployment (~18.6 hrs). Schedule shift rotation.
FKID003669,unplanned,pot_holes,12.8751717,77.6258361,"Begur Koppa Road, Arundathi Nagar, Begur, Bengaluru, Karnataka. Pin-560114 (India)",South Zone 1,,Non-corridor,Low,2024-01-16 20:25:26.489+00,active,0.4448309599383974,0.0037590333,24.667105360538073,LOW,5,0,0,60,🕐 Plan for sustained deployment (~24.7 hrs). Schedule shift rotation.
FKID003670,unplanned,vehicle_breakdown,13.1410304,77.6175473,"Bengaluru Bellary Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",,,Bellary Road 2,High,2024-04-03 20:18:23.041+00,closed,0.24407882507993386,0.00046897942,0.9964226979818281,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003671,unplanned,vehicle_breakdown,12.9112375,77.6266187,"Hosur Road, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",,,Hosur Road,High,2024-04-03 18:25:37.226+00,closed,0.49656945434892286,0.07196973,1.1243084315368754,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003672,unplanned,pot_holes,12.8775979,77.6253623,"Begur Koppa Road, Lake View Circle, Begur, Bengaluru, Karnataka. Pin-560068 (India)",South Zone 1,,Non-corridor,Low,2024-01-16 23:06:02.351+00,active,0.3623931662719697,0.010611977,18.585785550624134,LOW,5,0,0,60,🕐 Plan for sustained deployment (~18.6 hrs). Schedule shift rotation.
FKID003673,unplanned,construction,13.0013754,77.7576431,"Whitefield Main Road, Sri Sathya Sai Gokulam, Sai Colony, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",,,Non-corridor,Low,2024-04-03 20:37:23.289+00,closed,0.17142973792480876,0.0017995987,9.43606527720318,LOW,5,0,0,60,🕐 Plan for sustained deployment (~9.4 hrs). Schedule shift rotation.
FKID003674,unplanned,vehicle_breakdown,12.9116008,77.6264655,"Hosur Road, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",,,Hosur Road,High,2024-04-03 18:15:48.107+00,closed,0.4869727489122163,0.069227815,1.1243084315368754,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003675,unplanned,vehicle_breakdown,12.9113724,77.626413,"Hosur Road, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",,,Hosur Road,High,2024-04-03 18:17:56.558+00,closed,0.4878806021579515,0.0694872,1.1243084315368754,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003676,unplanned,tree_fall,13.0505275,77.5429039,"H Mount Estate Road, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,,Non-corridor,Low,2024-04-03 21:18:39.571+00,active,0.43544919653331393,0.10933713,3.0153861293311075,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003677,unplanned,water_logging,12.9880008,77.549979,"Chord Road, Dhobi Ghat Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",,,West of Chord Road,High,2024-04-03 21:04:06.478+00,active,0.6812887931277942,0.004629162,25.147812973377775,LOW,5,0,0,60,🕐 Plan for sustained deployment (~25.1 hrs). Schedule shift rotation.
FKID003678,unplanned,others,13.0011314,77.5331004,"16th C Main Road, Karnataka Layout Stage 1, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",,,Non-corridor,Low,2024-04-03 21:10:34.72+00,closed,0.5196887720553267,0.12914944,3.8666138701676656,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003679,unplanned,pot_holes,12.9170102,77.5858475,"11th Main Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",,,Non-corridor,Low,2024-04-03 21:09:13.577+00,active,0.43550193446996377,0.02757775,19.370274537019824,LOW,5,0,0,60,🕐 Plan for sustained deployment (~19.4 hrs). Schedule shift rotation.
FKID003680,unplanned,water_logging,13.0493069,77.5447631,"D Rajgopal Circle, HMT Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,,Non-corridor,Low,2024-04-03 21:16:02.792+00,active,0.5081939555901545,0.007805062,27.478642166786297,LOW,5,0,0,60,🕐 Plan for sustained deployment (~27.5 hrs). Schedule shift rotation.
FKID003681,unplanned,tree_fall,13.049291,77.5445025,"HMT Main Road, HMT Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,,Non-corridor,Low,2024-04-03 21:13:15.788+00,active,0.42178554103877486,0.10180562,3.7409088532733596,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003682,unplanned,tree_fall,13.0198398,77.5322518,"Dr Rajkumar Puniya Bhoomi Road, Block 1, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",,,Non-corridor,Low,2024-04-03 21:06:15.951+00,closed,3.2656230250359695,0.9067098,5.265082174035028,MEDIUM,7,22,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~5.3 hrs). Schedule shift rotation.
FKID003683,unplanned,water_logging,12.9641033,77.5825436,"Silver Jubilee Park Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,,Mysore Road,High,2024-04-03 21:19:02.44+00,closed,1.8108593236729513,0.30730927,29.15868220627313,LOW,5,0,0,60,🕐 Plan for sustained deployment (~29.2 hrs). Schedule shift rotation.
FKID003684,unplanned,vehicle_breakdown,12.9664808,77.5871217,"NH 275, Halsuru Gate Police Station Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,,Mysore Road,High,2024-04-03 21:06:25.666+00,closed,0.36462414546315103,0.036252696,0.7279837037859813,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003685,unplanned,tree_fall,13.0505275,77.5429039,"H Mount Estate Road, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,,Non-corridor,Low,2024-04-03 21:18:39.571+00,closed,0.43544919653331393,0.10933713,3.0153861293311075,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003686,unplanned,tree_fall,13.0505856,77.542888,"H Mount Estate Road, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",,,Non-corridor,Low,2024-04-03 21:19:46.217+00,active,0.47984979911243075,0.122023016,3.0153861293311075,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003687,unplanned,vehicle_breakdown,12.9734924,77.5800572,"Kempegowda Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",,,Non-corridor,Low,2024-04-03 21:36:31.983+00,closed,0.07401890187314493,0.017004628,0.8287260951606104,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003688,unplanned,tree_fall,13.0196287,77.5323874,"Dr Rajkumar Puniya Bhoomi Road, Block 1, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",,,Non-corridor,Low,2024-04-03 21:34:33.76+00,closed,3.224949558730685,0.89844024,4.5947869707154725,MEDIUM,7,22,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~4.6 hrs). Schedule shift rotation.
FKID003689,unplanned,others,12.993329,77.5848089,"Sankey Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,Bellary Road 1,High,2024-04-03 21:31:02.061+00,closed,0.9191697197305254,0.18139957,3.3869277701326364,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003690,unplanned,tree_fall,13.0547137,77.5360817,"SM Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",,,Non-corridor,Low,2024-04-03 22:10:57.523+00,active,0.2865517513633923,0.06786538,2.801310599878607,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003691,unplanned,tree_fall,13.0102206,77.5805164,"9th Main Road, Palace Orchard Apartment, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,,Non-corridor,Low,2024-04-03 22:15:47.863+00,active,1.3851277220082392,0.34862548,9.425064426558983,LOW,5,0,0,60,🕐 Plan for sustained deployment (~9.4 hrs). Schedule shift rotation.
FKID003692,unplanned,vehicle_breakdown,12.9600517,77.5158133,"3rd Cross Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",,,Non-corridor,Low,2024-04-03 22:06:01.518+00,closed,0.15729078371012184,0.040247556,0.9385337254455954,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003693,unplanned,vehicle_breakdown,12.8970624,77.5999432,"Bannerghatta Main Road, IIM Professors Quarters, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)",,,Bannerghata Road,High,2024-04-03 21:57:39.937+00,closed,0.24877329101669501,0.0025588374,0.8467062700406216,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003694,unplanned,tree_fall,13.0325272,77.5744129,"2nd Main Road, AECS Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,,Non-corridor,Low,2024-04-03 21:58:25.085+00,closed,0.868332602129747,0.18489686,12.639637081189926,LOW,5,0,0,60,🕐 Plan for sustained deployment (~12.6 hrs). Schedule shift rotation.
FKID003695,unplanned,tree_fall,13.0324833,77.5743917,"2nd Main Road, AECS Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,,Non-corridor,Low,2024-04-03 22:27:54.206+00,closed,0.5821651694681975,0.11718863,9.828854614818283,LOW,5,0,0,60,🕐 Plan for sustained deployment (~9.8 hrs). Schedule shift rotation.
FKID003696,unplanned,tree_fall,13.0272314,77.5779974,"80 Feet Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,,Non-corridor,Low,2024-04-03 22:11:51.215+00,closed,0.8692043282745158,0.21107677,7.453468062524995,LOW,5,0,0,60,🕐 Plan for sustained deployment (~7.5 hrs). Schedule shift rotation.
FKID003697,unplanned,tree_fall,13.0277221,77.574755,"80 Feet Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",,,Non-corridor,Low,2024-04-03 22:34:58.268+00,active,0.7940730067767625,0.1915124,7.073120915764428,LOW,5,0,0,60,🕐 Plan for sustained deployment (~7.1 hrs). Schedule shift rotation.
FKID003698,unplanned,vehicle_breakdown,13.01293275,77.69960033,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)",,,Non-corridor,Low,2024-01-30 00:46:11.83+00,closed,0.25975381123043423,0.06964172,0.9147322104189098,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003699,unplanned,vehicle_breakdown,12.9995738,77.5839076,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",,,Bellary Road 1,High,2024-01-30 01:37:40.358+00,closed,0.28187451135904745,0.012350331,0.7799057857145334,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003700,unplanned,vehicle_breakdown,12.985619,77.5252572,"3rd Main Road, Vinayaka Nagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",,,Magadi Road,High,2024-04-03 20:21:03.619+00,closed,0.3681198397797272,0.03623114,0.9320479320453758,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003701,unplanned,vehicle_breakdown,12.9798655,77.5925818,"Dr Ambedkar Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,,CBD 2,High,2024-04-03 22:42:58.089+00,closed,0.2769783619875487,0.010977615,0.7746692858126993,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003702,unplanned,tree_fall,13.0276869,77.5747595,"80 Feet Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",,,Non-corridor,Low,2024-04-03 22:37:11.769+00,active,0.7940730067767625,0.1915124,7.073120915764428,LOW,5,0,0,60,🕐 Plan for sustained deployment (~7.1 hrs). Schedule shift rotation.
FKID003703,unplanned,tree_fall,13.0281595,77.5809735,"60 Feet Road, D Type Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",,,Non-corridor,Low,2024-04-03 22:56:27.469+00,closed,0.9209994531274732,0.21666466,9.295612611094526,LOW,5,0,0,60,🕐 Plan for sustained deployment (~9.3 hrs). Schedule shift rotation.
FKID003704,planned,public_event,12.96417661,77.56987194,"Sultan Road, Cottonpete, Cheluvadi Palya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",,,Mysore Road,High,2024-04-04 20:05:46+00,closed,3.6682053228855844,0.977375,1.279611023498236,MEDIUM,7,24,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 📢 Coordinate with event organizers for procession path and timing. | 📋 Pre-deploy resources 2 hours before event start.
FKID003705,unplanned,vehicle_breakdown,13.0036787,77.5834546,"Sankey Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,,Bellary Road 1,High,2024-04-03 19:59:48.48+00,closed,0.24852342911184705,0.002417972,0.8606015401913316,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003706,planned,construction,12.98306392,77.61063549,"Rakhra Sports, 22, Veerapillai Street, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",,,CBD 1,High,2024-03-31 12:05:46+00,active,3.822953171258506,0.9888749,7.822341619522056,MEDIUM,10,24,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~7.8 hrs). Schedule shift rotation. | 📋 Pre-deploy resources 2 hours before event start.
FKID003707,planned,construction,12.97736496,77.60867728,"Kamaraja Road Circle, Cubbon Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",,,Old Madras Road,High,2024-03-31 12:05:46+00,active,3.7925964701767727,0.9845175,6.959167824449788,MEDIUM,10,24,1,30,🚧 Pre-position barricades at both ends of affected corridor. | 🕐 Plan for sustained deployment (~7.0 hrs). Schedule shift rotation. | 📋 Pre-deploy resources 2 hours before event start.
FKID003708,unplanned,vehicle_breakdown,12.957204,77.5522497,"Ashwath Katte Road, PMM Compound, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",,,Mysore Road,High,2024-04-03 21:18:09.669+00,closed,0.44106210854725925,0.056491114,1.0481840014894166,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003709,unplanned,vehicle_breakdown,13.0160943,77.5627199,"CV Raman Road, SBD Township Sector B, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,,Tumkur Road,High,2024-04-03 20:55:34.18+00,closed,0.27148426318498425,0.009183809,0.8194817783332876,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003710,unplanned,vehicle_breakdown,12.9650958,77.5840776,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,,Mysore Road,High,2024-04-03 20:58:45.156+00,closed,0.3435494868921291,0.028223969,1.1294627982494452,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003711,unplanned,vehicle_breakdown,12.9176787,77.5766477,"45th Cross Road, Gelli Apartment, Block 8, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",,,Non-corridor,Low,2024-04-03 21:21:56.687+00,closed,0.04176142510959789,0.0068872594,1.0089153035420948,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003712,unplanned,vehicle_breakdown,13.1159263,77.6074683,"Bellary Road, North Gate Office Park Phase 2, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,,Bellary Road 2,High,2024-04-04 00:15:03.099+00,closed,0.24412552651292366,0.0025110026,0.5906867514203192,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003713,unplanned,vehicle_breakdown,12.95385622,77.54328959,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",,,Mysore Road,High,2024-04-03 21:21:48.756+00,closed,0.2809332936132681,0.011884017,0.8193848764597337,LOW,2,0,0,60,✅ Monitor situation. Standard patrolling protocol.
FKID003714,unplanned,pot_holes,12.9313365,77.6869884,"Outer Ring Road, Vajram Onyx, Devara Beesana Halli, Bengaluru, Karnataka. Pin-560103 (India)",,,ORR East 1,High,2024-04-04 00:17:27.025+00,active,0.5194714448922184,0.042275276,8.371884607549553,LOW,5,0,0,60,🕐 Plan for sustained deployment (~8.4 hrs). Schedule shift rotation.
